174266018,Michael,Rodriguez,11,WR,611,48675,1888800
460491796,Jeremy,Keys,27,WR,30,265130,2603495
907505867,Devonte,Keys,17,WR,381,75784,611565
139368354,James,Johnson,13,WR,605,329315,567362
600045060,Michael,Johnson,17,RB,570,447270,1544538
983034088,Luis,Mendoza,13,WR,601,137522,2891765
940613963,Michael,Mendoza,11,RB,780,475007,2034748
554777850,Joe,Smith,27,QB,307,428814,2405537
505277435,Joe,Smith,27,WR,577,361083,243815
925583511,Jeremy,Blake,27,WR,929,198407,1351137
507104591,Devonte,Johnson,17,RB,694,113237,109202
769546172,Joe,Smith,27,RB,456,274420,635862
746981638,Joe,Lopez,11,RB,215,159340,423515
694140377,Michael,Smith,27,WR,294,121614,320217
462506339,Devonte,Mendoza,23,WR,764,20313,2247977
836046427,Devonte,Lopez,13,WR,697,153705,657878
877918269,James,Keys,17,WR,76,849642,2086670
785692471,Jim,Blake,23,RB,80,820649,439100
781724589,James,Lopez,27,QB,614,587994,2493849
563097295,Jim,Rodriguez,27,QB,803,698537,2117952
544927428,Luis,Keys,13,RB,569,184069,80032
495951752,Joe,Blake,11,RB,985,503483,2515158
793880533,Joe,Lopez,23,RB,137,237623,154159
657999952,Luis,Johnson,23,RB,116,174320,434665
445047302,James,Lopez,23,RB,722,121220,1299590
97719305,James,Rodriguez,23,QB,354,729154,1750216
746152423,Devonte,Lopez,11,QB,166,194931,77431
75840417,Devonte,Smith,11,QB,579,915270,1240506
547661797,Luis,Rodriguez,13,QB,123,167766,298694
687160212,Jeremy,Mendoza,27,QB,873,251291,864494
872079868,Joe,Blake,13,QB,367,451417,381100
630567107,Devonte,Johnson,27,WR,301,878897,1167091
540353988,Jim,Rodriguez,23,QB,637,833730,1339190
907146173,Michael,Lopez,23,QB,814,579146,1020256
363133268,Jim,Mendoza,27,RB,980,44391,903201
218334327,Michael,Smith,11,RB,841,490992,1208603
392153511,Michael,Rodriguez,27,RB,87,843353,2420180
392483122,Jim,Blake,17,RB,271,582945,1932430
639989835,Joe,Keys,17,WR,444,544151,564352
243994231,Joe,Mendoza,13,RB,140,317864,135199
479695742,James,Blake,11,RB,977,847119,991966
792139978,Jeremy,Keys,27,QB,202,510480,1051305
260849969,James,Rodriguez,17,RB,307,878501,380595
918914353,Jeremy,Rodriguez,27,WR,617,745068,1538625
219548878,Devonte,Smith,11,WR,513,198274,2730702
384709794,Devonte,Smith,11,RB,755,833716,2895601
183470112,Joe,Blake,11,QB,329,653684,2146094
310836495,Devonte,Smith,23,QB,89,53119,1023964
374506220,Luis,Mendoza,17,RB,247,979411,275360
60128113,Luis,Keys,17,WR,499,295731,548955
627361665,Devonte,Rodriguez,13,RB,694,71107,2783156
213422044,James,Lopez,27,WR,532,242595,2347478
357576594,Jim,Blake,13,RB,58,613339,221718
353297782,Michael,Rodriguez,23,QB,578,818164,697957
30118458,Joe,Rodriguez,11,QB,845,731142,436981
347812100,Michael,Johnson,13,WR,412,466085,2154555
779865737,Devonte,Smith,27,WR,914,686993,1557483
558920616,Michael,Smith,13,RB,637,36812,2501322
767017361,Devonte,Rodriguez,11,RB,512,110547,1163044
536060279,Jeremy,Johnson,27,RB,797,937872,953254
808692967,Jeremy,Lopez,11,WR,563,603230,547621
878940540,Devonte,Lopez,17,QB,17,398816,247347
242560262,Joe,Keys,27,WR,923,340117,218275
969413266,Devonte,Blake,27,WR,161,637267,1272806
660846127,Luis,Johnson,13,RB,182,37462,1673336
866059072,Joe,Smith,17,RB,776,250511,615390
514278368,Luis,Mendoza,23,RB,497,273442,694791
48544185,James,Rodriguez,27,WR,272,98396,1396194
722559379,Michael,Keys,13,RB,305,984710,603854
187588086,Jim,Blake,17,WR,719,493119,1388203
468493054,Devonte,Smith,23,RB,803,4717,1372179
943053862,Joe,Lopez,17,WR,441,603796,825759
335926029,Joe,Smith,27,RB,23,829766,1185103
847847897,Jeremy,Blake,13,QB,675,959957,1781117
225374118,Devonte,Blake,23,WR,376,930524,495167
68850168,Jim,Smith,17,WR,6,842469,1831753
416143178,Luis,Rodriguez,13,RB,982,272407,983942
269274708,Luis,Rodriguez,23,RB,514,905045,2901756
168871610,Luis,Johnson,13,WR,405,368232,1035715
943114393,Joe,Johnson,23,QB,367,115175,604486
842509980,Devonte,Blake,17,WR,577,366210,649427
745801151,Michael,Lopez,27,RB,354,25610,1991340
778315294,Michael,Rodriguez,11,RB,164,669072,1721725
643948764,Devonte,Blake,13,QB,436,940411,1679528
181996444,James,Keys,27,QB,168,269681,2520370
341367038,Jim,Rodriguez,11,WR,969,428453,2983689
851135208,Jim,Johnson,11,WR,456,122122,2464158
810611140,Luis,Smith,13,WR,294,955615,526411
648625431,Luis,Blake,17,QB,431,108167,425378
183649898,Joe,Lopez,13,QB,108,425832,1623830
317206525,Michael,Blake,27,WR,890,734865,694634
947151151,Jeremy,Rodriguez,27,WR,483,54044,1781470
258459713,Joe,Rodriguez,27,QB,875,466374,1909381
997931010,Jim,Smith,11,WR,762,264236,1868912
188979328,Jeremy,Blake,13,RB,640,617421,1135612
326458409,Jim,Keys,23,WR,816,132634,413295
574221145,James,Mendoza,13,RB,825,251806,1547783
681595134,Jim,Johnson,13,QB,460,84086,385829
432709254,Jim,Smith,17,RB,733,571907,2854062
332163335,James,Blake,23,WR,690,508446,1029750
21524517,Jim,Keys,11,QB,275,727608,1111667
254891747,Devonte,Mendoza,27,QB,213,556988,7043
721133881,Jeremy,Blake,17,WR,482,272448,2076229
268582591,Devonte,Blake,11,RB,586,167273,2131692
588952045,Michael,Johnson,11,WR,831,815716,1670924
118122326,Joe,Keys,27,QB,517,781146,1194904
758300432,Michael,Mendoza,13,RB,685,221717,2655075
928687147,Michael,Blake,17,QB,796,985536,140096
523867236,Jeremy,Lopez,11,WR,408,494135,2318916
561435325,Devonte,Smith,27,WR,221,320821,156199
420663484,Devonte,Blake,17,RB,32,627847,1840101
770326864,Jim,Smith,27,QB,826,116640,932400
928831729,Devonte,Lopez,23,QB,183,866153,404778
367216477,Devonte,Rodriguez,27,WR,186,969687,650683
10298447,Jeremy,Rodriguez,11,QB,826,580659,2833353
434084356,Jim,Smith,17,WR,717,933661,1404937
674038060,James,Smith,27,RB,96,585616,2092500
381193265,Joe,Blake,23,RB,358,874794,1862288
835238977,Jeremy,Mendoza,11,RB,598,189018,1012509
964514341,Joe,Lopez,13,RB,791,490382,1255982
